published,course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject,published,year,quarter,month,profit,content_duration_cat,price_cat
2016-11-29,1023668,Supreme NodeJS Course - For Beginners,https://www.udemy.com/supreme-node-js-course/,True,200,1080,37,76,All Levels,3.5,Web Development,2016-11-29,2016,4,November,216000,3 : 7,170:200
2015-04-23,482404,CSS3 for beginners,https://www.udemy.com/css-learn-css-from-scratch/,True,195,3831,15,25,Beginner Level,1.5,Web Development,2015-04-23,2015,2,April,747045,1 : 3,170:200
2015-10-01,624578,Javascript for beginners,https://www.udemy.com/java-script-quick-beginner-introduction/,True,75,2071,57,14,Beginner Level,1.5,Web Development,2015-10-01,2015,4,October,155325,1 : 3,50:80
2016-02-08,753940,Become a Bootstrap Expert: Build 20 Layouts!,https://www.udemy.com/become-a-bootstrap-expert-build-20-layouts/,True,35,2755,57,179,All Levels,17.5,Web Development,2016-02-08,2016,1,February,96425,12 : 20,20:50
2016-06-15,862428,PHP : Learn to upload files to Amazon S3 and use CloudFront,https://www.udemy.com/php-learn-to-upload-files-to-amazon-s3-and-use-cloudfront/,True,50,1216,36,28,All Levels,3.0,Web Development,2016-06-15,2016,2,June,60800,1 : 3,20:50
2016-04-21,739770,PHP MySQL: Learn PHP MySQL with Project,https://www.udemy.com/php-mysql-project-learning/,True,20,2314,77,25,All Levels,2.0,Web Development,2016-04-21,2016,2,April,46280,1 : 3,1:20
2014-10-21,270808,Projects in Django and Python,https://www.udemy.com/projects-in-django-and-python/,True,60,1764,53,28,All Levels,6.5,Web Development,2014-10-21,2014,4,October,105840,3 : 7,50:80
2013-10-16,106156,"Create, Update and Manage Your Own Website Using Drupal 7",https://www.udemy.com/getting-to-know-drupal/,True,120,2837,68,49,All Levels,7.0,Web Development,2013-10-16,2013,4,October,340440,3 : 7,110:140
2016-01-17,589342,Learn HTML - The programming language to build a webpage!,https://www.udemy.com/takethefirststep/,True,25,1655,39,19,Beginner Level,1.0,Web Development,2016-01-17,2016,1,January,41375,0 : 1,20:50
2016-09-21,964118,Bootstrap :basics for beginners,https://www.udemy.com/bootstrap-basics-for-beginners/,True,40,1152,20,14,All Levels,1.0,Web Development,2016-09-21,2016,3,September,46080,0 : 1,20:50
2016-09-28,970252,PHP :basics for beginners,https://www.udemy.com/php-basics-for-beginners-new/,True,45,1562,4,12,All Levels,1.5,Web Development,2016-09-28,2016,3,September,70290,1 : 3,20:50
2015-03-10,442504,Build an HTML5 and CSS3 Website in 35 Minutes,https://www.udemy.com/build-an-html5-and-css3-website-in-35-minutes/,True,20,1904,25,17,Beginner Level,0.7,Web Development,2015-03-10,2015,1,March,38080,0 : 1,1:20
2017-02-21,1121650,Angular 2 Routing: Up And Running,https://www.udemy.com/angular-2-routing-up-and-running/,False,0,3357,84,13,Intermediate Level,0.6166666666666667,Web Development,2017-02-21,2017,1,February,0,0 : 1,free
2016-01-24,737758,Advanced Prezi: Make Amazing Presentations ,https://www.udemy.com/prezi-advanced/,True,30,2200,25,12,All Levels,1.0,Web Development,2016-01-24,2016,1,January,66000,0 : 1,20:50
2015-03-05,416282,How to Build Your Own Website with WordPress: A Step-by-Step Guide ,https://www.udemy.com/build-your-own-website-with-wordpress-a-step-by-step-guide/,True,95,4675,15,56,All Levels,6.0,Web Development,2015-03-05,2015,1,March,444125,3 : 7,80:110
2016-09-14,929260,Learn SASS: from beginner to expert,https://www.udemy.com/learn-sass-from-beginner-to-expert/,True,20,1734,9,13,Beginner Level,1.0,Web Development,2016-09-14,2016,3,September,34680,0 : 1,1:20
2015-12-02,683394,The complete HTML5 course,https://www.udemy.com/learn-html-by-building-websites/,True,20,3461,11,23,Beginner Level,1.5,Web Development,2015-12-02,2015,4,December,69220,1 : 3,1:20
2014-10-28,311916,Create a Responsive Website with Bootstrap 3,https://www.udemy.com/create-a-responsive-website-with-bootstrap-3/,True,50,4076,39,22,Intermediate Level,3.0,Web Development,2014-10-28,2014,4,October,203800,1 : 3,20:50
2016-11-17,1009166,Lerning PHP by building website,https://www.udemy.com/lerning-php-by-building-website/,True,185,567,63,34,All Levels,8.0,Web Development,2016-11-17,2016,4,November,104895,7 : 12,170:200
2016-10-05,947116,Learn PHP Object Oriented Features with Simple Examples,https://www.udemy.com/learn-php-object-oriented-features-with-simple-examples/,True,20,1723,28,7,All Levels,1.0,Web Development,2016-10-05,2016,4,October,34460,0 : 1,1:20
2016-09-09,954036,JSON :basics for beginners,https://www.udemy.com/learn-json/,True,45,2052,18,8,All Levels,0.55,Web Development,2016-09-09,2016,3,September,92340,0 : 1,20:50
2016-03-16,745120,CSSCasts; CSS libraries Plugins Tips & Tricks for Developers,https://www.udemy.com/csscasts-css-libraries-plugins-tips-tricks-for-developers/,True,200,1874,40,224,All Levels,44.5,Web Development,2016-03-16,2016,1,March,374800,+20,170:200
2016-07-13,899534,Learn Redis from Scratch,https://www.udemy.com/learn-redis-from-scratch/,True,40,553,84,31,Intermediate Level,3.0,Web Development,2016-07-13,2016,3,July,22120,1 : 3,20:50
2015-11-05,570848,WordPress Plugin Development -> Deep dive discovery!,https://www.udemy.com/wordpress-plugin/,True,40,2650,19,39,All Levels,2.0,Web Development,2015-11-05,2015,4,November,106000,1 : 3,20:50
2016-01-07,714678,Learn Ajax and jquery with PHP,https://www.udemy.com/learn-ajax-and-jquery-with-php/,True,20,2964,8,9,Beginner Level,1.5,Web Development,2016-01-07,2016,1,January,59280,1 : 3,1:20
2016-03-14,791610,Create a business website with WordPress,https://www.udemy.com/create-a-business-website-with-wordpress/,True,50,1624,31,38,All Levels,4.0,Web Development,2016-03-14,2016,1,March,81200,3 : 7,20:50
2015-11-01,631472,DesktopServer : Install WordPress Locally  - Work Anywhere!,https://www.udemy.com/desktopserver/,True,65,1640,22,29,Beginner Level,2.0,Web Development,2015-11-01,2015,4,November,106600,1 : 3,50:80
2016-05-23,856530,Understand PHP Arrays and HTTP Request in a Better Way,https://www.udemy.com/understand-php-arrays-and-http-request-in-a-better-way/,True,35,1627,38,7,All Levels,0.5833333333333334,Web Development,2016-05-23,2016,2,May,56945,0 : 1,20:50
2017-05-19,1211160,The Complete Wordpress Theme Development Guide,https://www.udemy.com/the-complete-wordpress-theme-development-guide/,True,25,1011,2,19,Beginner Level,2.0,Web Development,2017-05-19,2017,2,May,25275,1 : 3,20:50
2016-10-13,977470,The Complete HMTL5 Course - Go From Beginner To Advanced!,https://www.udemy.com/complete-hmtl5-course/,True,95,2430,15,36,All Levels,2.0,Web Development,2016-10-13,2016,4,October,230850,1 : 3,80:110
2015-07-16,504316,Learn Jquery from Scratch 2-Hour Training ,https://www.udemy.com/jquery_complete/,True,20,5318,56,13,Beginner Level,1.5,Web Development,2015-07-16,2015,3,July,106360,1 : 3,1:20
2016-09-13,937206,Learn PHP CodeIgniter Framework with AJAX and Bootstrap,https://www.udemy.com/learn-php-codeigniter-framework-with-ajax-and-bootstrap/,True,75,1634,52,21,All Levels,2.5,Web Development,2016-09-13,2016,3,September,122550,1 : 3,50:80
2016-01-25,739090,The Complete Guide to JavaScript Development,https://www.udemy.com/the-complete-javascript-development-course/,True,110,3590,36,104,All Levels,14.0,Web Development,2016-01-25,2016,1,January,394900,12 : 20,80:110
2016-10-13,977474,Ultimate CSS3 Course - From Beginners To Professional,https://www.udemy.com/ultimate-css3-course/,True,95,2635,25,30,All Levels,2.0,Web Development,2016-10-13,2016,4,October,250325,1 : 3,80:110
2016-12-27,978850,Learn by Example : ReactJS,https://www.udemy.com/learn-by-example-reactjs/,True,50,1496,37,74,Beginner Level,7.5,Web Development,2016-12-27,2016,4,December,74800,7 : 12,20:50
2016-04-19,825354,React.js Quickly: Developing Scalable Web User Interfaces,https://www.udemy.com/react-quickly/,True,50,4447,76,24,Intermediate Level,4.0,Web Development,2016-04-19,2016,2,April,222350,3 : 7,20:50
2017-04-28,1051672,Learn PHP from scratch!!,https://www.udemy.com/learn-php-from-scratch-by-niveditajain/,True,25,1908,12,17,Beginner Level,1.5,Web Development,2017-04-28,2017,2,April,47700,1 : 3,20:50
2015-09-29,495484,JavaScript for beginners with live examples,https://www.udemy.com/javascript-from-basic-fundamentals-to-advanced/,True,195,4587,46,49,Beginner Level,4.0,Web Development,2015-09-29,2015,3,September,894465,3 : 7,170:200
2017-02-23,1112604,Javascript Specialist,https://www.udemy.com/javascript-specialist/,True,200,408,39,80,Beginner Level,8.0,Web Development,2017-02-23,2017,1,February,81600,7 : 12,170:200
2016-07-26,900434,VueJS V1 Introduction to VueJS JavaScript Framework,https://www.udemy.com/vuejs-introduction-to-vuejs-javascript-framework/,True,200,3632,28,31,Beginner Level,2.0,Web Development,2016-07-26,2016,3,July,726400,1 : 3,170:200
2015-07-14,403604,Web Development with BootStrap - 16 Instant Themes Included!,https://www.udemy.com/bootstrap-course/,True,40,1355,45,27,All Levels,3.5,Web Development,2015-07-14,2015,3,July,54200,3 : 7,20:50
2015-09-20,549094,Install a Wordpress Theme the Correct Way & Charge Others,https://www.udemy.com/how-to-install-a-wordpress-theme-the-right-way/,True,20,2335,13,18,All Levels,1.0,Web Development,2015-09-20,2015,3,September,46700,0 : 1,1:20
2016-07-25,851868,Build a Business or Personal Website Using Wordpress,https://www.udemy.com/build-professional-business-personal-website-wordpress-create/,True,200,1069,12,61,Beginner Level,4.5,Web Development,2016-07-25,2016,3,July,213800,3 : 7,170:200
2016-04-06,814206,Learn By Example: PHP For Dynamic Websites,https://www.udemy.com/learn-by-example-php-for-dynamic-websites/,True,50,1439,10,77,Beginner Level,13.0,Web Development,2016-04-06,2016,2,April,71950,12 : 20,20:50
2015-08-24,590406,Learn ReactJS: Code Like A Facebook Developer,https://www.udemy.com/learn-react-js/,True,20,1948,72,45,Intermediate Level,5.0,Web Development,2015-08-24,2015,3,August,38960,3 : 7,1:20
2016-07-18,899492,How to create awesome website and e-commerce in 1 hour,https://www.udemy.com/how-to-create-awesome-websites-and-e-commerce-in-1-hour/,True,20,937,4,10,All Levels,1.0,Web Development,2016-07-18,2016,3,July,18740,0 : 1,1:20
2017-01-23,1056848,Joomla for Beginners - Learn how to build a website with CMS,https://www.udemy.com/joomla-for-beginners-build-a-website-with-joomla-cms/,True,95,583,7,35,Beginner Level,3.5,Web Development,2017-01-23,2017,1,January,55385,3 : 7,80:110
2015-09-04,602218,Mastering JavaScript,https://www.udemy.com/mastering-javascript/,True,95,694,39,39,Expert Level,4.0,Web Development,2015-09-04,2015,3,September,65930,3 : 7,80:110
2016-11-28,1022682,PHP Laravel 5:Creating a CRUD application,https://www.udemy.com/laravel-5creating-a-crud-application/,True,45,511,12,7,All Levels,0.55,Web Development,2016-11-28,2016,4,November,22995,0 : 1,20:50
2016-09-27,968304,XQUERY :basics for beginners,https://www.udemy.com/xquery-basics-for-beginners/,True,40,937,2,6,All Levels,0.6333333333333333,Web Development,2016-09-27,2016,3,September,37480,0 : 1,20:50
2014-03-11,180547,PHP Development with the Laravel Framework,https://www.udemy.com/php-development-with-laravel-4/,True,50,1611,24,20,All Levels,3.5,Web Development,2014-03-11,2014,1,March,80550,3 : 7,20:50
2017-06-30,1178762,WordPress Development - Themes and Plugins Complete Guide,https://www.udemy.com/wordpress-theme-and-plugin-development-course/,True,200,103,11,72,All Levels,5.5,Web Development,2017-06-30,2017,2,June,20600,3 : 7,170:200
2016-02-04,641236,Basic JavaScript: Build 4 Basic JavaScript Projects,https://www.udemy.com/practical-javascript-javascript-basics/,True,40,670,33,37,Beginner Level,4.5,Web Development,2016-02-04,2016,1,February,26800,3 : 7,20:50
2013-12-13,130168,HTML and CSS for Beginning Web Developers,https://www.udemy.com/html-and-css-for-beginning-web-developers/,True,100,1606,28,73,Beginner Level,9.0,Web Development,2013-12-13,2013,4,December,160600,7 : 12,80:110
2016-11-11,1002210,Popular JavaScript Framework:Learn The Language Of Angular 2,https://www.udemy.com/popular-javascript-frameworklearn-the-language-of-angular-2/,True,200,260,22,64,Beginner Level,11.0,Web Development,2016-11-11,2016,4,November,52000,7 : 12,170:200
2017-02-16,1076424,The Ultimate Guide to the Best WordPress Plugins Part 1,https://www.udemy.com/wordpress-plugins-a-guide-on-the-best-plugins-part-1/,True,50,122,10,116,All Levels,10.5,Web Development,2017-02-16,2017,1,February,6100,7 : 12,20:50
2016-09-27,968278,XSLT :basics for beginners,https://www.udemy.com/xslt-basics-for-beginners/,True,35,877,6,7,All Levels,0.5333333333333333,Web Development,2016-09-27,2016,3,September,30695,0 : 1,20:50
2013-05-29,50528,The Complete Wordpress Plugin Development Course - 8 Plugins,https://www.udemy.com/wordpress-plugin-development/,True,200,1215,58,33,All Levels,2.5,Web Development,2013-05-29,2013,2,May,243000,1 : 3,170:200
2017-01-17,1075808,JSON Crash Course for Beginners,https://www.udemy.com/json-crash-course-for-beginners-learn-json-in-one-hour/,True,45,3323,90,7,Beginner Level,0.6333333333333333,Web Development,2017-01-17,2017,1,January,149535,0 : 1,20:50
2016-09-12,951060,Web Design How to Create a Website HTML CSS Bootstrap,https://www.udemy.com/how-to-create-a-website-html-css-bootstrap/,True,75,5263,29,29,Beginner Level,2.0,Web Development,2016-09-12,2016,3,September,394725,1 : 3,50:80
2017-05-01,1142202,Master Angular 4 by Example - Build 7 Awesome Apps!,https://www.udemy.com/learn-angular-4/,True,195,596,32,84,All Levels,8.0,Web Development,2017-05-01,2017,2,May,116220,7 : 12,170:200
2017-02-24,1099956,Bootstrap 4 Theme Development Masterclass,https://www.udemy.com/bootstrap-theme-development-masterclass/,True,150,2641,28,15,All Levels,0.65,Web Development,2017-02-24,2017,1,February,396150,0 : 1,140:170
2017-05-17,1211800,Wordpress Theme Development for Beginners,https://www.udemy.com/wordpress-theme-development-for-beginners/,True,20,1052,14,47,All Levels,8.0,Web Development,2017-05-17,2017,2,May,21040,7 : 12,1:20
2017-06-05,1172740,Learn how to use Javascript Components with PHP and Symfony,https://www.udemy.com/learn-how-to-use-javascript-components-with-php-and-symfony/,True,90,1822,4,25,All Levels,2.0,Web Development,2017-06-05,2017,2,June,163980,1 : 3,80:110
2016-09-12,943306,Learn Node.js by building Udemy: Stripe + MailChimp + Wistia,https://www.udemy.com/use-javascript-to-build-udemy-stripe-mailchimp-wistia/,True,110,1425,36,34,All Levels,5.5,Web Development,2016-09-12,2016,3,September,156750,3 : 7,80:110
2015-12-04,688092,JQuery Create Overlay Popups from scratch using Jquery,https://www.udemy.com/jquery-create-modal-popup-windows-from-scratch-using-jquery/,True,50,4407,17,29,All Levels,2.5,Web Development,2015-12-04,2015,4,December,220350,1 : 3,20:50
2016-07-28,911712,Wordpress Site Migration,https://www.udemy.com/wordpress-site-migration-tutorial/,True,20,1894,40,35,All Levels,1.5,Web Development,2016-07-28,2016,3,July,37880,1 : 3,1:20
2016-05-16,803074,introduction to HTML Course,https://www.udemy.com/introduction-to-html-course/,True,20,3258,32,16,Beginner Level,2.0,Web Development,2016-05-16,2016,2,May,65160,1 : 3,1:20
2017-04-27,1072248,The All-In-One Web Development Course,https://www.udemy.com/the-all-in-one-web-development-course/,True,85,538,13,113,All Levels,18.5,Web Development,2017-04-27,2017,2,April,45730,12 : 20,80:110
2014-12-04,361620,Wordpress Tutorial   ,https://www.udemy.com/responsive-design/,True,200,2311,8,44,All Levels,1.5,Web Development,2014-12-04,2014,4,December,462200,1 : 3,170:200
2014-08-28,212398,Advanced Node.js Development,https://www.udemy.com/refactoru-adv-nodejs/,True,55,2565,32,41,Expert Level,3.0,Web Development,2014-08-28,2014,3,August,141075,1 : 3,50:80
2017-02-09,1097778,ASP.NET MVC 5 Project - Facebook Clone,https://www.udemy.com/aspnet-mvc-5-project-facebook-clone/,True,30,210,19,41,All Levels,5.0,Web Development,2017-02-09,2017,1,February,6300,3 : 7,20:50
2015-11-13,653852,Bootstrap For Beginners: A  Basic Introduction,https://www.udemy.com/bootstrap-for-beginners-a-basic-introduction/,True,55,1186,14,9,Beginner Level,0.6666666666666666,Web Development,2015-11-13,2015,4,November,65230,0 : 1,50:80
2015-11-10,598516,jQuery for Beginners,https://www.udemy.com/jquery-for-beginners_sre/,True,20,1421,17,36,All Levels,4.0,Web Development,2015-11-10,2015,4,November,28420,3 : 7,1:20
2016-07-11,900794,JavaScript Basics For Web Developers,https://www.udemy.com/javascript-basics-for-web-developers/,True,20,958,14,17,Beginner Level,1.0,Web Development,2016-07-11,2016,3,July,19160,0 : 1,1:20
2015-07-26,564546,Learn PHP from Scratch,https://www.udemy.com/learn-php-from-scratch-in-1-3-hr/,True,50,1550,25,27,Beginner Level,1.5,Web Development,2015-07-26,2015,3,July,77500,1 : 3,20:50
2015-06-01,516064,Learn Express,https://www.udemy.com/learn-express/,True,25,1309,60,14,Intermediate Level,1.5,Web Development,2015-06-01,2015,2,June,32725,1 : 3,20:50
2016-11-30,1024844,"Build A Web App with VueJS, Spring Framework and MongoDB",https://www.udemy.com/build-a-message-board-app-with-vue-spring-and-mongodb/,True,145,251,32,25,All Levels,3.5,Web Development,2016-11-30,2016,4,November,36395,3 : 7,140:170
2015-03-22,440006,X theme for WordPress: Responsive web design without code!,https://www.udemy.com/x-theme-for-wordpress-responsive-websites-without-code/,True,20,1318,81,55,All Levels,7.0,Web Development,2015-03-22,2015,1,March,26360,3 : 7,1:20
2016-05-26,857270,Become a HTML and CSS Developer - Build a Responsive Site,https://www.udemy.com/learn-to-code-in-html-and-css/,False,0,3894,91,29,Beginner Level,2.0,Web Development,2016-05-26,2016,2,May,0,1 : 3,free
2015-11-06,651990,Install Wordpress,https://www.udemy.com/learn-how-to-install-wordpress/,True,20,1447,35,7,Beginner Level,0.6666666666666666,Web Development,2015-11-06,2015,4,November,28940,0 : 1,1:20
2016-08-08,923146,CSS Specialist: Comprehensive CSS Training,https://www.udemy.com/css-specialist-comprehensive-css-training/,True,100,487,31,52,Beginner Level,6.0,Web Development,2016-08-08,2016,3,August,48700,3 : 7,80:110
2017-05-15,1170690,Introduction to Elm,https://www.udemy.com/introduction-to-elm/,False,0,1519,28,20,Intermediate Level,1.0,Web Development,2017-05-15,2017,2,May,0,0 : 1,free
2015-09-14,603408,Learn to Freelance with People Per hour  (URDU),https://www.udemy.com/learn-to-freelance-with-people-per-hour-in-30-minutes/,True,20,948,48,8,All Levels,0.6,Web Development,2015-09-14,2015,3,September,18960,0 : 1,1:20
2015-08-13,578900,Learn Wordpress 4 from Scratch : Create Awesome Websites,https://www.udemy.com/learn-wordpress-from-scratch-and-create-websites/,True,75,2023,8,25,All Levels,2.0,Web Development,2015-08-13,2015,3,August,151725,1 : 3,50:80
2016-10-13,982860,Django + AngularJS for a Powerful Web Application,https://www.udemy.com/django-angularjs/,True,95,4463,59,36,Intermediate Level,5.5,Web Development,2016-10-13,2016,4,October,423985,3 : 7,80:110
2015-09-29,532008,Web Development Essential Skills - Complete HTML and CSS,https://www.udemy.com/complete-html5-css3-course-newbie-to-pro/,True,95,1388,11,58,All Levels,7.0,Web Development,2015-09-29,2015,3,September,131860,3 : 7,80:110
2016-03-10,783746,Byte-Sized-Chunks: Closures in Javascript,https://www.udemy.com/closures-in-javascript/,True,20,1292,2,12,All Levels,2.0,Web Development,2016-03-10,2016,1,March,25840,1 : 3,1:20
2016-12-07,595818,Laravel Account Activation Project,https://www.udemy.com/laravel-account-activation-project/,True,50,1147,19,19,All Levels,2.5,Web Development,2016-12-07,2016,4,December,57350,1 : 3,20:50
2016-05-03,774910,WordPress: Create an Amazing Website With Ease,https://www.udemy.com/wordpress-basic-to-advanced-tutorials/,True,200,1109,13,24,All Levels,2.5,Web Development,2016-05-03,2016,2,May,221800,1 : 3,170:200
2015-04-21,447136,Mastering the Google Chrome Developer Tools,https://www.udemy.com/mastering-chrome-developer-tools/,True,20,2002,41,31,All Levels,0.6666666666666666,Web Development,2015-04-21,2015,2,April,40040,0 : 1,1:20
2015-06-11,525034,Kali Linux Web App Testing,https://www.udemy.com/kali-linux-web-app-testing/,True,75,876,48,29,All Levels,3.0,Web Development,2015-06-11,2015,2,June,65700,1 : 3,50:80
2016-02-21,769314,Learn Ruby Programming The Easy Way - Lite,https://www.udemy.com/learn-ruby-programming-the-easy-way-lite/,True,20,1186,12,7,All Levels,0.5666666666666667,Web Development,2016-02-21,2016,1,February,23720,0 : 1,1:20
2015-08-09,574082,"Web Scraping with Python, Ruby & import. io",https://www.udemy.com/web-scraping-with-python-ruby-import-io-for-fun-profit/,True,75,973,50,46,All Levels,4.5,Web Development,2015-08-09,2015,3,August,72975,3 : 7,50:80
2016-06-10,770526,Sending email with PHP: from Basic to Advanced,https://www.udemy.com/php-email/,True,40,379,58,45,All Levels,2.0,Web Development,2016-06-10,2016,2,June,15160,1 : 3,20:50
2015-07-13,510784,WordPress 2016 for Beginners : Build awesome websites!,https://www.udemy.com/build-your-own-wordpress-website-in-less-than-90-minutes/,True,20,2177,13,43,All Levels,4.0,Web Development,2015-07-13,2015,3,July,43540,3 : 7,1:20
2015-07-20,551702,Learn to make websites with Google's Material Design Lite,https://www.udemy.com/learn-googles-material-design-lite/,True,20,1063,72,84,All Levels,5.5,Web Development,2015-07-20,2015,3,July,21260,3 : 7,1:20
2015-03-13,311638,Joomla 3 : Develop a Professional Website in 3 Simple Steps!,https://www.udemy.com/develop-a-professional-hotel-website-using-joomla-3x/,True,35,1309,74,43,All Levels,5.0,Web Development,2015-03-13,2015,1,March,45815,3 : 7,20:50
2017-06-23,1251786,Redux in Angular (2 and 4+),https://www.udemy.com/redux-in-angular/,True,70,909,16,13,Intermediate Level,1.5,Web Development,2017-06-23,2017,2,June,63630,1 : 3,50:80
2017-06-22,1253650,Learn Coding as RF or Telecom Engineer - Build Real Program,https://www.udemy.com/learn-coding-as-rf-or-telecom-engineer-build-real-program/,True,25,1006,4,8,Beginner Level,2.0,Web Development,2017-06-22,2017,2,June,25150,1 : 3,20:50
2016-12-06,1023070,Creating FaceBook Design Using Bootstrap - Handson Project,https://www.udemy.com/facebook-design-using-bootstrap/,True,80,4616,20,19,All Levels,2.0,Web Development,2016-12-06,2016,4,December,369280,1 : 3,50:80
2017-01-18,1027276,"Earn Big Profits With Web Development, Simple and Easy!",https://www.udemy.com/earn-big-profits-by-building-simple-and-easy-websites/,True,90,3073,27,13,Beginner Level,1.5,Web Development,2017-01-18,2017,1,January,276570,1 : 3,80:110
2016-09-19,958132,Learn By Example: jQuery,https://www.udemy.com/learn-by-example-jquery/,True,50,1702,49,78,All Levels,7.0,Web Development,2016-09-19,2016,3,September,85100,3 : 7,20:50
2015-11-11,584522,Voiceover Audio Secrets - Your Way to Top Audio Quality,https://www.udemy.com/professional-audio-recording-processing-for-course-creation/,True,195,918,8,39,Beginner Level,2.5,Web Development,2015-11-11,2015,4,November,179010,1 : 3,170:200
2013-07-28,56259,jQuery UI In Depth,https://www.udemy.com/jquery-ui-in-depth/,True,25,1520,21,52,All Levels,10.5,Web Development,2013-07-28,2013,3,July,38000,7 : 12,20:50
2015-02-25,402508,Codeless Website Development with Adobe Muse,https://www.udemy.com/codeless-website-development-with-adobe-muse/,True,50,461,67,46,All Levels,3.5,Web Development,2015-02-25,2015,1,February,23050,3 : 7,20:50
2016-11-21,1013380,Learn To Build A Google Map App Using Angular 2,https://www.udemy.com/learn-to-build-a-google-map-app-using-angular-2/,True,30,116,12,7,Beginner Level,1.0,Web Development,2016-11-21,2016,4,November,3480,0 : 1,20:50
2016-09-22,961996,Learn Reactivex From Ground Up,https://www.udemy.com/learn-reactivex-from-ground-up/,True,40,207,32,32,Intermediate Level,5.0,Web Development,2016-09-22,2016,3,September,8280,3 : 7,20:50
2015-07-14,551962,Learn HTML in 59 Minutes - Your intro to front-end dev,https://www.udemy.com/learn-html-in-59-minutes/,True,35,333,15,14,Beginner Level,1.0,Web Development,2015-07-14,2015,3,July,11655,0 : 1,20:50
2015-06-05,520870,WordPress Theme Customization 101 (for beginners),https://www.udemy.com/wordpress-theme-customization-101-for-beginners/,True,40,305,40,9,Beginner Level,2.0,Web Development,2015-06-05,2015,2,June,12200,1 : 3,20:50
2015-09-02,592352,Supercharging Development With Atom Text Editor,https://www.udemy.com/atom-text-editor/,True,20,644,42,28,All Levels,1.5,Web Development,2015-09-02,2015,3,September,12880,1 : 3,1:20
2015-11-23,676554,Master WCF 4.0 From Scratch Using C#,https://www.udemy.com/masterwcf/,True,50,415,67,53,All Levels,7.0,Web Development,2015-11-23,2015,4,November,20750,3 : 7,20:50
2016-12-20,994362,Critical Web Dev Skills & Tools for the Non-Tech Hustler,https://www.udemy.com/critical-web-dev-skills-tools-for-the-non-tech-hustler/,False,0,3118,8,33,All Levels,1.5,Web Development,2016-12-20,2016,4,December,0,1 : 3,free
2017-01-12,1053406,Java Web Services Part 2,https://www.udemy.com/javawebservicespart2/,True,20,959,51,74,Intermediate Level,3.0,Web Development,2017-01-12,2017,1,January,19180,1 : 3,1:20
2017-06-21,1210652,HTML5 and CSS3: Learn Web Design with HTML + CSS + Bootstrap,https://www.udemy.com/html-css-bootstrap-build-your-first-website-today/,True,200,346,28,74,Beginner Level,8.5,Web Development,2017-06-21,2017,2,June,69200,7 : 12,170:200
2016-08-12,926206,HTML5 and CSS3 : Landing Pages for Entrepreneurs 2016,https://www.udemy.com/landing-pages-for-entrepreneurs/,True,195,2354,16,45,All Levels,4.0,Web Development,2016-08-12,2016,3,August,459030,3 : 7,170:200
2017-02-13,1075662,Learning Docker and Kubernetes by Lab,https://www.udemy.com/learning-docker-and-k8s-by-practice/,True,30,586,54,56,All Levels,5.0,Web Development,2017-02-13,2017,1,February,17580,3 : 7,20:50
2016-11-18,1013314,PHP For Beginners : Learn PHP From Scratch!,https://www.udemy.com/php-fundamentals-course/,True,100,1825,17,58,All Levels,3.5,Web Development,2016-11-18,2016,4,November,182500,3 : 7,80:110
2016-06-16,859422,Bootstrap 4.0 New Features: Build Responsive Website,https://www.udemy.com/bootstrap4-new-features/,True,40,2296,28,14,All Levels,1.5,Web Development,2016-06-16,2016,2,June,91840,1 : 3,20:50
2017-01-11,1035940,Professional RESTful API Design using Python Flask,https://www.udemy.com/restful-api-flask-course/,True,120,578,25,36,Intermediate Level,4.5,Web Development,2017-01-11,2017,1,January,69360,3 : 7,110:140
2017-01-18,1063722,Learn Python Django - A Hands-On Course,https://www.udemy.com/learn-python-django-a-hands-on-course/,True,50,1339,21,18,Beginner Level,2.0,Web Development,2017-01-18,2017,1,January,66950,1 : 3,20:50
2017-02-09,1101204,Security for your WordPress site,https://www.udemy.com/security-for-your-wordpress-site/,True,85,1096,8,7,Beginner Level,0.6333333333333333,Web Development,2017-02-09,2017,1,February,93160,0 : 1,80:110
2015-09-15,597256,Learn Ruby Programming The Easy Way,https://www.udemy.com/learn-ruby-programming-the-easy-way/,True,35,3485,22,19,All Levels,2.0,Web Development,2015-09-15,2015,3,September,121975,1 : 3,20:50
2016-02-18,704582,"Jekyll: make fast, secure static sites and blogs with Jekyll",https://www.udemy.com/static-website-generator-fast-secure-sites-blogs-with-jekyll/,True,45,2091,86,29,Beginner Level,2.5,Web Development,2016-02-18,2016,1,February,94095,1 : 3,20:50
2017-01-20,981600,HTML and CSS BootCamp for Beginners,https://www.udemy.com/html-and-css-bootcamp-for-beginners/,True,30,1777,35,48,Beginner Level,6.5,Web Development,2017-01-20,2017,1,January,53310,3 : 7,20:50
2017-07-03,1204590,Angular Advanced MasterClass & FREE E-Book,https://www.udemy.com/angular-advanced-masterclass/,True,150,228,9,72,Intermediate Level,6.5,Web Development,2017-07-03,2017,3,July,34200,3 : 7,140:170
2016-07-04,895040,Build WordPress Plugin to extend Beaver Builder,https://www.udemy.com/build-wordpress-plugin-to-extend-beaver-builder/,True,50,1705,26,17,Intermediate Level,2.0,Web Development,2016-07-04,2016,3,July,85250,1 : 3,20:50
